date,dungeon,result,time,mana,crystal,energy,drop,grade,sell_value,set,efficiency,slot,rarity,main_stat,prefix_stat,sub1,sub2,sub3,sub4,team1,team2,team3,team4,team5
2017-06-22 13:34,"Dragon's Lair B10",Win,2:39,4481,0,2,Symbol of Transcendance x9,,,,,,,,,,,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-22 14:16,"Dragon's Lair B10",Win,2:17,3921,0,1,Rainbowmon 2,,,,,,,,,,,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-22 14:21,"Dragon's Lair B10",Win,2:28,4848,0,1,Rune,5*,6120,Focus,35.16,4,Rare,ATK 8%,,Resistance 3%,SPD +3,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-22 14:26,"Dragon's Lair B10",Win,2:30,4145,0,0,Rune,5*,8075,Endure,41.74,1,Hero,ATK +15,,CRI Rate 3%,SPD +3,HP 5%,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-22 14:31,"Dragon's Lair B10",Win,2:23,4499,0,0,Rune,5*,10200,Shield,43.61,3,Rare,DEF +15,SPD +5,DEF 5%,CRI Dmg 3%,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-22 14:35,"Dragon's Lair B10",Win,2:17,4162,0,1,Summoning Stones x3,,,,,,,,,,,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-22 14:46,"Dragon's Lair B10",Win,2:20,4527,0,2,Rune,5*,6800,Endure,36.95,2,Rare,HP 8%,,ATK 4%,DEF 5%,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-22 14:52,"Dragon's Lair B10",Win,2:50,4601,0,1,Rainbowmon 2,,,,,,,,,,,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-22 14:56,"Dragon's Lair B10",Win,3:21,4392,0,0,Rune,5*,6800,Focus,46.94,5,Rare,HP +270,ATK 5%,Resistance 7%,CRI Dmg 3%,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-22 14:59,"Dragon's Lair B10",Win,2:26,4176,0,1,Rune,5*,6120,Focus,41.44,4,Rare,CRI Rate 5%,,ATK 7%,HP 7%,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-22 15:02,"Dragon's Lair B10",Win,2:23,4301,0,0,Symbol of Transcendance x10,,,,,,,,,,,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-22 15:05,"Dragon's Lair B10",Win,2:32,4579,0,0,Rune Piece x10,,,,,,,,,,,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-22 15:08,"Dragon's Lair B10",Win,2:20,4134,0,0,Rune Piece x11,,,,,,,,,,,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-22 15:13,"Dragon's Lair B10",Win,2:38,3698,0,1,Rune,5*,11900,Shield,39.92,2,Rare,DEF 8%,,CRI Rate 4%,Accuracy 7%,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-22 15:17,"Dragon's Lair B10",Win,2:30,3934,0,0,Rune,5*,8925,Revenge,41.45,3,Rare,DEF +15,,Resistance 7%,HP +266,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-22 15:23,"Dragon's Lair B10",Win,2:20,3922,0,0,Rune,5*,9180,Focus,48.84,4,Hero,HP 8%,DEF +11,ATK +13,ATK 7%,CRI Dmg 5%,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-22 15:28,"Dragon's Lair B10",Win,2:29,4438,0,0,Rune,5*,10200,Shield,45.70,3,Rare,DEF +15,CRI Dmg 5%,HP +221,Accuracy 7%,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-22 15:33,"Dragon's Lair B10",Win,2:32,3842,0,0,Rune,5*,10880,Violent,44.47,5,Rare,HP +270,,SPD +5,ATK 6%,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-22 15:36,"Dragon's Lair B10",Win,2:32,4465,0,0,Rune,5*,8075,Guard,47.69,1,Rare,ATK +15,CRI Rate 5%,Resistance 7%,ATK 6%,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-22 15:40,"Dragon's Lair B10",Win,2:35,4484,0,0,Rune Piece x8,,,,,,,,,,,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-23 08:07,Faimon Volcano Hell - 1,Win,1:31,1272,0,2,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Ghost (Wind),Horned Frog (Fire),Ghost (Fire),,
2017-06-23 08:08,Faimon Volcano Hell - 1,Win,0:37,1932,0,1,Rune,5*,9690,Revenge,30.13,1,Common,ATK +15,,,,,,Ghost (Wind),Horned Frog (Fire),Ghost (Fire),,
2017-06-23 08:10,Faimon Volcano Hell - 1,Win,0:55,1519,0,2,Solid Rock x4,,,,,,,,,,,,,Ghost (Wind),Horned Frog (Fire),Ghost (Fire),,
2017-06-23 08:11,Faimon Volcano Hell - 1,Win,0:34,807,0,2,Rune,3*,3182,Revenge,24.33,1,Magic,ATK +7,,HP 4%,,,,Imp (Wind),Salamander (Water),Harpu (Wind),,
2017-06-23 08:12,Faimon Volcano Hell - 1,Win,0:26,2364,0,1,Rune,4*,6109,Revenge,28.79,1,Common,ATK +10,CRI Rate 3%,,,,,Imp (Wind),Salamander (Water),Harpu (Wind),,
2017-06-23 08:25,Faimon Volcano Hell - 1,Win,1:02,2449,0,0,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Imp (Wind),Salamander (Water),Harpu (Wind),,
2017-06-23 08:30,Faimon Volcano Hell - 1,Win,0:23,1730,0,0,Rune,4*,6109,Revenge,29.69,1,Common,ATK +10,HP 5%,,,,,Imp (Wind),Salamander (Water),Harpu (Wind),,
2017-06-23 08:35,Faimon Volcano Hell - 1,Win,0:34,1394,0,0,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Imp (Wind),Salamander (Water),Harpu (Wind),,
2017-06-23 10:24,"Dragon's Lair B10",Win,2:26,4545,0,1,Rune,5*,6800,Guard,42.55,2,Rare,HP +270,,CRI Dmg 5%,ATK +12,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-23 10:28,"Dragon's Lair B10",Win,2:32,4274,0,0,Rune,5*,10880,Revenge,46.40,5,Rare,HP +270,DEF 7%,CRI Dmg 3%,ATK +11,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-23 10:31,"Dragon's Lair B10",Win,2:29,4597,0,1,Rune,5*,7650,Endure,47.19,4,Rare,HP +270,ATK 5%,CRI Dmg 5%,Accuracy 5%,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-23 10:34,"Dragon's Lair B10",Win,2:10,4262,0,1,Rune,5*,5440,Endure,41.20,5,Rare,HP +270,,DEF +10,HP 5%,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-23 10:37,"Dragon's Lair B10",Win,2:27,4385,1,1,Rainbowmon 2,,,,,,,,,,,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-23 10:40,"Dragon's Lair B10",Win,2:22,4697,0,2,Rune,6*,15850,Guard,53.93,2,Rare,ATK +22,CRI Dmg 7%,Resistance 8%,DEF +11,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-23 10:45,"Dragon's Lair B10",Win,2:39,4285,0,0,Rune,6*,24250,Violent,54.76,6,Hero,DEF +22,,CRI Rate 5%,SPD +5,Resistance 8%,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-23 10:48,"Dragon's Lair B10",Win,2:52,4582,1,1,Symbol of Transcendance x12,,,,,,,,,,,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-23 10:51,"Dragon's Lair B10",Win,2:07,4004,0,1,Rune,5*,10200,Endure,53.05,3,Legendary,DEF +15,Resistance 6%,DEF 5%,Accuracy 4%,SPD +3,CRI Rate 5%,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-23 10:56,"Dragon's Lair B10",Win,2:25,4198,0,0,Rune,5*,10200,Focus,48.12,2,Hero,ATK 8%,Accuracy 7%,DEF +12,HP +143,SPD +5,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-23 11:00,"Dragon's Lair B10",Win,2:46,4538,0,1,Symbol of Transcendance x12,,,,,,,,,,,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-23 11:03,"Dragon's Lair B10",Win,2:30,4124,0,1,Rune,6*,18861,Shield,47.92,6,Rare,DEF +22,,CRI Rate 5%,ATK 7%,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-23 11:07,"Dragon's Lair B10",Win,2:32,4144,1,2,Rainbowmon 2,,,,,,,,,,,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-23 11:10,"Dragon's Lair B10",Win,3:01,4617,0,0,Rune,5*,8670,Guard,48.59,6,Hero,DEF +15,Resistance 3%,ATK +15,Accuracy 5%,CRI Rate 5%,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-23 11:13,"Dragon's Lair B10",Win,2:15,4385,0,1,Rune,5*,8500,Focus,41.62,2,Rare,DEF 8%,ATK +13,DEF +14,CRI Dmg 3%,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-23 11:27,"Dragon's Lair B10",Win,2:30,4378,0,0,Rune,5*,10200,Revenge,45.01,3,Hero,DEF +15,,SPD +5,DEF 6%,Accuracy 4%,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-23 11:35,"Dragon's Lair B10",Win,2:31,4054,0,0,Rune,5*,8075,Focus,43.53,1,Rare,ATK +15,Accuracy 6%,HP 4%,Resistance 5%,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-23 11:38,"Dragon's Lair B10",Win,2:27,4319,0,2,Rune,5*,10880,Revenge,44.23,5,Rare,HP +270,DEF 4%,DEF +11,SPD +3,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-23 11:44,"Dragon's Lair B10",Win,3:18,4299,0,2,Rune,5*,12920,Revenge,43.53,1,Rare,ATK +15,SPD +3,Resistance 4%,HP 7%,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-23 11:47,"Dragon's Lair B10",Win,2:49,4066,0,1,Rune,6*,15850,Endure,55.94,2,Rare,ATK +22,HP 8%,HP +312,ATK 8%,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-23 11:50,"Dragon's Lair B10",Win,2:33,4888,0,0,Rune,5*,5780,Guard,38.88,6,Rare,Accuracy 9%,,CRI Rate 5%,Resistance 5%,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-23 11:54,"Dragon's Lair B10",Win,2:32,4263,0,0,Rune,5*,6800,Guard,45.84,5,Rare,HP +270,Resistance 5%,DEF 6%,DEF +8,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-23 11:57,"Dragon's Lair B10",Win,2:29,4715,0,1,Rune,5*,8075,Focus,42.37,1,Hero,ATK +15,,HP 7%,CRI Dmg 4%,HP +100,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-23 16:27,"Dragon's Lair B10",Win,2:29,4245,0,0,Rune,5*,12920,Violent,40.55,1,Rare,ATK +15,,CRI Rate 5%,Accuracy 5%,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-23 16:30,"Dragon's Lair B10",Win,2:26,4389,0,1,Symbol of Transcendance x10,,,,,,,,,,,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-23 16:34,"Dragon's Lair B10",Win,2:25,4379,0,1,Rune,5*,6460,Focus,39.57,1,Rare,ATK +15,,ATK 6%,CRI Dmg 4%,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-23 16:39,"Dragon's Lair B10",Win,2:30,4170,0,2,Rune,6*,25677,Violent,53.27,4,Rare,CRI Dmg 11%,CRI Rate 5%,SPD +6,HP 5%,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-26 09:26,Faimon Volcano Hell - 1,Win,1:06,1209,0,2,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Amazon (Light),Horned Frog (Water),Ghost (Fire),,
2017-06-26 09:31,Faimon Volcano Hell - 1,Win,0:29,1699,0,0,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Amazon (Light),Horned Frog (Water),Ghost (Fire),,
2017-06-26 09:40,Faimon Volcano Hell - 1,Win,0:32,824,0,0,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Amazon (Light),Horned Frog (Water),Ghost (Fire),,
2017-06-26 09:47,Faimon Volcano Hell - 1,Lost,0:06,0,0,0,,,,,,,,,,,,,,,,,,
2017-06-26 09:48,Faimon Volcano Hell - 1,Win,0:33,1866,0,2,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Mushroom (Fire),Horned Frog (Water),Ghost (Fire),,
2017-06-26 09:50,Faimon Volcano Hell - 1,Win,0:45,1980,0,1,Solid Iron Ore x2,,,,,,,,,,,,,Mushroom (Fire),Horned Frog (Water),Ghost (Fire),,
2017-06-26 09:56,Faimon Volcano Hell - 1,Win,0:42,1840,0,3,Rune,3*,3182,Revenge,23.44,1,Magic,ATK +7,,ATK 3%,,,,Mushroom (Fire),Horned Frog (Water),Ghost (Fire),,
2017-06-26 10:01,Faimon Volcano Hell - 1,Win,0:19,1912,0,1,Rune,3*,3427,Revenge,24.33,1,Common,ATK +7,SPD +3,,,,,Mushroom (Fire),Horned Frog (Water),Ghost (Fire),,
2017-06-26 10:02,Faimon Volcano Hell - 1,Win,0:38,1366,0,1,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Mushroom (Fire),Horned Frog (Water),Ghost (Fire),,
2017-06-26 10:11,Faimon Volcano Hell - 1,Win,0:57,1848,0,1,Solid Rock x4,,,,,,,,,,,,,Mushroom (Fire),Horned Frog (Water),Ghost (Fire),,
2017-06-26 10:21,Faimon Volcano Hell - 1,Win,0:56,1396,0,1,Inugami (Fire) 3,,,,,,,,,,,,,Forest Keeper (Fire),Horned Frog (Water),Ghost (Fire),,
2017-06-26 10:23,Faimon Volcano Hell - 1,Win,0:52,1571,0,1,Inugami (Fire) 3,,,,,,,,,,,,,Mushroom (Fire),Forest Keeper (Fire),Low Elemental (Fire),,
2017-06-26 10:24,Faimon Volcano Hell - 1,Win,0:47,1757,0,0,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Low Elemental (Water),Forest Keeper (Fire),Low Elemental (Fire),,
2017-06-26 10:27,Faimon Volcano Hell - 1,Win,0:55,1116,0,0,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Low Elemental (Water),Forest Keeper (Fire),Low Elemental (Fire),,
2017-06-26 10:40,Faimon Volcano Hell - 1,Win,1:06,1518,0,3,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Low Elemental (Water),Forest Keeper (Fire),Low Elemental (Fire),,
2017-06-26 13:44,"Dragon's Lair B10",Win,2:30,4030,0,0,Rune,5*,10200,Guard,50.34,2,Hero,HP 8%,ATK 4%,ATK +15,Resistance 7%,DEF 7%,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-26 13:47,"Dragon's Lair B10",Win,2:50,4136,0,0,Rune,6*,19020,Focus,57.02,2,Hero,HP +360,HP 6%,Accuracy 7%,CRI Dmg 6%,Resistance 4%,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-26 13:50,"Dragon's Lair B10",Win,2:48,4741,0,5,Symbol of Chaos x5,,,,,,,,,,,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-26 13:53,"Dragon's Lair B10",Win,2:21,4732,0,0,Rune,5*,7225,Focus,39.78,6,Rare,Accuracy 9%,HP 4%,HP +182,DEF +12,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-26 13:57,"Dragon's Lair B10",Lost,3:01,1533,0,2,,,,,,,,,,,,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-26 13:58,Hall of Dark B10,Win,0:35,2870,0,0,Essence of Dark(Mid) x1,,,,,,,,,,,,,Lushen,Hwa,Stella,Galleon,Taor
2017-06-26 14:01,Hall of Dark B10,Win,0:43,2771,0,0,Rainbowmon 2,,,,,,,,,,,,,Lushen,Hwa,Stella,Galleon,Taor
2017-06-26 14:04,Hall of Dark B10,Win,0:39,2777,0,1,Essence of Dark(High) x2,,,,,,,,,,,,,Lushen,Hwa,Stella,Galleon,Taor
2017-06-26 14:05,Hall of Dark B10,Win,0:41,2758,0,3,Essence of Dark(High) x3,,,,,,,,,,,,,Lushen,Hwa,Stella,Galleon,Taor
2017-06-26 15:56,"Dragon's Lair B10",Win,2:33,4283,0,1,Symbol of Transcendance x10,,,,,,,,,,,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-26 15:59,"Dragon's Lair B10",Win,2:13,4423,0,0,Symbol of Transcendance x12,,,,,,,,,,,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-26 16:02,"Dragon's Lair B10",Win,2:19,4356,0,0,Rune,5*,6120,Focus,38.45,4,Rare,DEF +15,,CRI Dmg 5%,ATK +9,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-26 16:11,"Dragon's Lair B10",Win,2:58,4321,0,0,Rune,5*,5780,Guard,38.02,6,Rare,DEF 8%,,DEF +13,Accuracy 5%,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-26 16:29,"Dragon's Lair B10",Win,2:44,4101,0,2,Rainbowmon 2,,,,,,,,,,,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-26 16:35,"Dragon's Lair B10",Win,2:49,4734,0,0,Rune,5*,10880,Shield,48.04,5,Rare,HP +270,ATK 6%,SPD +4,CRI Rate 4%,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-26 16:39,"Dragon's Lair B10",Win,2:32,4115,0,0,Rune,6*,21397,Shield,60.71,3,Hero,DEF +22,CRI Rate 5%,SPD +4,Accuracy 8%,HP 8%,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-26 16:46,"Dragon's Lair B10",Win,2:45,4515,0,1,Rune,5*,7650,Guard,45.84,4,Rare,HP +270,ATK +8,HP 4%,ATK 7%,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-26 16:49,"Dragon's Lair B10",Win,2:25,4387,0,1,Rune,5*,5100,Focus,37.28,3,Rare,DEF +15,,DEF 5%,Resistance 3%,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-26 17:40,"Dragon's Lair B10",Lost,3:06,988,1,1,,,,,,,,,,,,,,Veromos,Taor,Verdehile,Megan,Belladeon
2017-06-27 09:07,Faimon Volcano Hell - 1,Win,2:02,2596,0,1,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Lyn,Forest Keeper (Fire),Low Elemental (Fire),,
2017-06-27 09:13,Faimon Volcano Hell - 1,Win,0:48,1623,1,1,Rune,3*,3427,Revenge,22.54,1,Common,ATK +7,ATK 2%,,,,,Lyn,Sandman (Wind),Forest Keeper (Fire),,
2017-06-27 09:46,Faimon Volcano Hell - 1,Win,0:37,1060,0,2,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Lyn,Sandman (Water),Mimick (Fire),,
2017-06-27 09:47,Faimon Volcano Hell - 1,Win,0:37,1601,0,1,Unknown Scroll x5,,,,,,,,,,,,,Lyn,Sandman (Water),Mimick (Fire),,
2017-06-27 09:51,Faimon Volcano Hell - 1,Win,0:26,1366,0,0,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Lyn,Horned Frog (Fire),Horned Frog (Water),,
2017-06-27 09:54,Faimon Volcano Hell - 1,Win,0:42,784,1,1,Rune,4*,6109,Revenge,30.33,1,Common,ATK +10,CRI Dmg 5%,,,,,Lyn,Horned Frog (Fire),Horned Frog (Water),,
2017-06-27 09:58,Faimon Volcano Hell - 1,Win,0:21,1192,0,0,Unknown Scroll x5,,,,,,,,,,,,,Lyn,Horned Frog (Fire),Horned Frog (Water),,
2017-06-27 10:14,Faimon Volcano Hell - 1,Win,1:03,1798,0,2,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Lyn,Mimick (Wind),Slime (Fire),,
2017-06-27 10:16,Faimon Volcano Hell - 1,Lost,0:48,1528,0,1,,,,,,,,,,,,,,Lyn,Mimick (Wind),Slime (Fire),,
2017-06-27 10:17,Faimon Volcano Hell - 1,Win,0:41,2533,0,1,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Lyn,Mimick (Wind),Slime (Fire),,
2017-06-27 10:18,Faimon Volcano Hell - 1,Win,0:54,1460,0,1,Rune,3*,3427,Revenge,21.95,1,Common,ATK +7,CRI Rate 1%,,,,,Lyn,Mimick (Wind),Slime (Fire),,
2017-06-27 10:36,Faimon Volcano Hell - 1,Win,0:54,1059,0,2,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Lyn,,,,
2017-06-27 10:38,Faimon Volcano Hell - 1,Win,0:54,2126,0,0,Rune,3*,3182,Revenge,23.82,1,Magic,ATK +7,,CRI Dmg 3%,,,,Lyn,,,,
2017-06-27 10:40,Faimon Volcano Hell - 1,Win,0:38,972,0,0,Rune,5*,9690,Revenge,30.13,1,Common,ATK +15,,,,,,Lyn,,,,
2017-06-27 10:41,Faimon Volcano Hell - 1,Win,1:01,1790,0,0,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Lyn,,,,
2017-06-27 10:42,Faimon Volcano Hell - 1,Win,1:00,2307,0,0,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Lyn,,,,
2017-06-27 10:44,Faimon Volcano Hell - 1,Win,0:49,1292,0,1,Rune,3*,3182,Revenge,22.54,1,Magic,ATK +7,,Accuracy 2%,,,,Lyn,,,,
2017-06-27 10:45,Faimon Volcano Hell - 1,Win,0:36,1670,0,1,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Lyn,,,,
2017-06-27 10:46,Faimon Volcano Hell - 1,Win,0:47,1403,0,1,Hellhound (Fire) 2,,,,,,,,,,,,,Lyn,,,,
2017-06-27 13:34,"Giant's Keep B10",Win,1:02,3906,0,1,Symbol of Transcendance x6,,,,,,,,,,,,,Lushen,Hwa,Galleon,Taor,Stella
2017-06-27 13:37,Hall of Magic B10,Win,0:40,3033,0,1,Rainbowmon 2,,,,,,,,,,,,,Perna,Lushen,Stella,Taor,Galleon
2017-06-27 13:39,Hall of Fire B10,Win,0:51,3076,0,0,Angelmon (Fire) 1,,,,,,,,,,,,,Lushen,Stella,Taor,Hwa,Galleon
2017-06-27 13:44,Faimon Volcano Hell - 1,Win,0:58,1654,0,2,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Lyn,Eshir,Fynn,,
2017-06-27 13:50,Faimon Volcano Hell - 1,Win,1:03,1092,0,0,Salamander (Fire) 3,,,,,,,,,,,,,Lyn,Eshir,Fynn,,
2017-06-27 13:51,Faimon Volcano Hell - 1,Win,0:51,2042,0,1,Hellhound (Fire) 2,,,,,,,,,,,,,Lyn,Eshir,Fynn,,
2017-06-27 13:53,Faimon Volcano Hell - 1,Win,0:58,1632,0,2,Unknown Scroll x5,,,,,,,,,,,,,Lyn,Eshir,Low Elemental (Fire),,
2017-06-27 13:55,Faimon Volcano Hell - 1,Win,0:47,1316,0,1,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Lyn,Hellhound (Fire),Low Elemental (Fire),,
2017-06-27 13:58,Faimon Volcano Hell - 1,Win,1:13,2098,0,0,Rune,5*,9690,Revenge,30.13,1,Common,ATK +15,,,,,,Lyn,Hellhound (Fire),Low Elemental (Fire),,
2017-06-27 14:02,Faimon Volcano Hell - 1,Win,0:47,946,0,0,Unknown Scroll x5,,,,,,,,,,,,,Lyn,Hellhound (Fire),Low Elemental (Fire),,
2017-06-27 14:04,Faimon Volcano Hell - 1,Win,0:44,1650,0,1,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Lyn,Hellhound (Fire),Low Elemental (Fire),,
2017-06-27 14:11,Faimon Volcano Hell - 1,Win,0:52,2500,0,1,Rune,4*,6109,Revenge,28.28,1,Common,ATK +10,CRI Dmg 3%,,,,,Lyn,Hellhound (Fire),Low Elemental (Fire),,
2017-06-27 14:12,Faimon Volcano Hell - 1,Win,0:53,1032,0,0,Rune,4*,6109,Revenge,27.01,1,Common,ATK +10,Resistance 2%,,,,,Lyn,Hellhound (Fire),Low Elemental (Fire),,
2017-06-27 14:15,Faimon Volcano Hell - 1,Win,0:34,2165,0,1,Hellhound (Fire) 2,,,,,,,,,,,,,Lyn,Hellhound (Fire),Hellhound (Fire),,
2017-06-27 14:30,Aiden Forest Hell - 1,Win,1:46,2397,0,0,Rune,3*,2937,Will,20.76,1,Common,ATK +7,,,,,,Lyn,Poseidon,Hellhound (Fire),,
2017-06-27 14:32,Aiden Forest Hell - 1,Win,1:40,2814,0,2,Rune,4*,5236,Will,25.22,1,Common,ATK +10,,,,,,Lyn,Poseidon,Hellhound (Fire),,
2017-06-27 14:37,Aiden Forest Hell - 1,Win,1:32,1034,0,0,Rune,4*,5236,Will,25.22,1,Common,ATK +10,,,,,,Lyn,Poseidon,Hellhound (Fire),,
2017-06-27 14:38,Aiden Forest Hell - 1,Win,1:11,1955,0,1,Rune,5*,10497,Will,35.49,1,Magic,ATK +15,,ATK 6%,,,,Lyn,Poseidon,Hellhound (Fire),,
2017-06-27 14:40,Aiden Forest Hell - 1,Win,1:11,1228,0,0,Unknown Scroll x5,,,,,,,,,,,,,Lyn,Poseidon,Hellhound (Fire),,
2017-06-27 14:45,Aiden Forest Hell - 1,Win,0:47,981,0,1,Rainbowmon 2,,,,,,,,,,,,,Lyn,Poseidon,Hellhound (Fire),,
2017-06-27 15:19,"Giant's Keep B10",Lost,0:47,523,0,0,,,,,,,,,,,,,,Lushen,Lyn,Galleon,Taor,Stella
2017-06-27 15:19,"Giant's Keep B10",Lost,0:26,1073,0,0,,,,,,,,,,,,,,Lushen,Lyn,Galleon,Taor,Stella
2017-06-27 15:27,"Giant's Keep B10",Lost,0:43,849,0,0,,,,,,,,,,,,,,Lushen,Lyn,Galleon,Taor,Stella
2017-06-27 15:28,"Giant's Keep B10",Win,1:06,3604,0,0,Rune,5*,12240,Despair,45.66,5,Rare,HP +270,ATK +13,Accuracy 4%,DEF +12,,,Lushen,Lyn,Galleon,Taor,Hwa
2017-06-27 15:31,"Giant's Keep B10",Win,1:03,3764,0,0,Rune,5*,3825,Energy,40.85,3,Rare,DEF +15,,Resistance 7%,DEF 5%,,,Lushen,Lyn,Galleon,Taor,Hwa
2017-06-27 15:32,"Giant's Keep B10",Win,1:00,4129,0,2,Rune Piece x10,,,,,,,,,,,,,Lushen,Lyn,Galleon,Taor,Hwa
2017-06-27 15:34,"Giant's Keep B10",Win,1:02,3990,0,0,Rainbowmon 2,,,,,,,,,,,,,Lushen,Lyn,Galleon,Taor,Hwa
2017-06-27 15:35,"Giant's Keep B10",Win,1:01,4043,0,1,Rune,6*,10540,Fatal,49.11,1,Rare,ATK +22,,HP 8%,ATK 7%,,,Lushen,Lyn,Galleon,Taor,Hwa
2017-06-27 15:38,"Dragon's Lair B10",Lost,0:58,534,0,0,,,,,,,,,,,,,,Lushen,Galleon,Stella,Sigmarus,Lyn
2017-06-27 15:39,"Dragon's Lair B10",Lost,0:59,861,0,1,,,,,,,,,,,,,,Sigmarus,Galleon,Stella,Lushen,Lyn
2017-06-27 15:41,"Giant's Keep B10",Win,1:05,3567,0,2,Rune,5*,13005,Despair,42.48,6,Rare,Accuracy 9%,HP +189,CRI Rate 5%,HP 5%,,,Lushen,Lyn,Galleon,Taor,Hwa
